572,Spy,Master Eavesdropp,Ability,,,Perceive a private conversation while Hidden to gather information.  Ignore 1s in the result set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perceive,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Perceive', None, None, None, None, None, None, None, None, None, None, None, None, None]",['Perceive'],['!power {{\n    --name|@{name} - Master Eavesdropp\n    --Effect|Perceive a private conversation while Hidden to gather information.  Ignore 1s in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_perceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']
582,Tank,Taunt,Ability,1,,"Intimidate all hostile targets in your current Zone, +nd Challenge.  Until the beginning of your next turn, a number of hostiles equal to the Hits in your result set target only you.",,,,Intimidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, 'Intimidate', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Intimidate'],"['!power {{\n    --name|@{name} - Taunt\n    --Effect|Intimidate all hostile targets in your current Zone, +nd Challenge.  Until the beginning of your next turn, a number of hostiles equal to the Hits in your result set target only you.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_intimidate}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
596,Thief,Pickpocket,Ability,1,,"Use Legerdemain to steal from a target.  On 3+ Hits, your target does not notice.",,,,,,,,,,,,,,,Legerdemain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, 'Legerdemain', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Legerdemain'],"['!power {{\n    --name|@{name} - Pickpocket\n    --Effect|Use Legerdemain to steal from a target.  On 3+ Hits, your target does not notice.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_legerdemain}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
602,Shinobi,Smoke Bomb,Ability,1,,"Use your Implements to throw a smoke bomb in your Current Zone, making a number of targets equal to Hits Blind.  Then, immediately Defy Danger to Hide!, gaining +2 Bonus Hits to the Hidden rating.",,,,,,,,,,,,,Implements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, 'Implements', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Implements'],"['!power {{\n    --name|@{name} - Smoke Bomb\n    --Effect|Use your Implements to throw a smoke bomb in your Current Zone, making a number of targets equal to Hits Blind.  Then, immediately Defy Danger to Hide!, gaining +2 Bonus Hits to the Hidden rating.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_implements}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
604,Shinobi,"Ninja, Vanish!",Ability,3,,"Spend Momentum to gain Hidden X, where X is the amount of Momentum spent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
605,Shinobi,Mewosorasu,Ability,2,,"Deceive all opponents in your Current Zone, making a number of them equal to Hits Confused.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deceive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Deceive', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Deceive'],"['!power {{\n    --name|@{name} - Mewosorasu\n    --Effect|Deceive all opponents in your Current Zone, making a number of them equal to Hits Confused.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_deceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
608,Shinobi,Caltrops,Ability,1,,"Use your Implements to  scatter caltrops in a a Current Zone, creating a Hazard 3.  Any target who Shifts to Move into or out of the affected Zone are Slowed.  You can move away from your caltrops without suffering the Hazard or Slowed.",,,,,,,,,,,,,Implements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, 'Implements', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Implements'],"['!power {{\n    --name|@{name} - Caltrops\n    --Effect|Use your Implements to  scatter caltrops in a a Current Zone, creating a Hazard 3.  Any target who Shifts to Move into or out of the affected Zone are Slowed.  You can move away from your caltrops without suffering the Hazard or Slowed.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_implements}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
610,Shinobi,Grappling Hook,Ability,1,,"Use your Implements to throw a grappling hook, allowing you to use your Shift to Move to an Adjacent Zone that is vertical from your Current Zone.",,,,,,,,,,,,,Implements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, 'Implements', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Implements'],"['!power {{\n    --name|@{name} - Grappling Hook\n    --Effect|Use your Implements to throw a grappling hook, allowing you to use your Shift to Move to an Adjacent Zone that is vertical from your Current Zone.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_implements}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
611,Shinobi,Nerve Strike,Ability,2,,"Use your Martial Arts against your target, reducing Hits by -2. If the reduced result set still has 2+ Hits, the Target gains Stunned equal to the reduced Hits, but suffers no damage to their Defenses or Grit.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"['!power {{\n    --name|@{name} - Nerve Strike\n    --Effect|Use your Martial Arts against your target, reducing Hits by -2. If the reduced result set still has 2+ Hits, the Target gains Stunned equal to the reduced Hits, but suffers no damage to their Defenses or Grit.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
612,Shinobi,Master of Deception,Ability,2,,"Deceive your opponents to create false information or cover your tracks more effectively, adding +1d4 Bonus Hits to the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deceive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Deceive', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Deceive'],"['!power {{\n    --name|@{name} - Master of Deception\n    --Effect|Deceive your opponents to create false information or cover your tracks more effectively, adding +1d4 Bonus Hits to the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_deceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
614,Spy,Master of Disguise,Ability,3,,!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
615,Spy,Silent Takedown,Ability,2,,"Strike an opponent whil Hidden, attempting to subdue them quietly.  If you score 4+ Hits, the tareget suffers no damage to their Defenses or Grit, but gains Unconscious X, where X is equal to Hits in the result set.",,,,,,,Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, 'Strike', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Strike'],"['!power {{\n    --name|@{name} - Silent Takedown\n    --Effect|Strike an opponent whil Hidden, attempting to subdue them quietly.  If you score 4+ Hits, the tareget suffers no damage to their Defenses or Grit, but gains Unconscious X, where X is equal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_strike}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
617,Spy,Master Eavesdropper,Ability,1,,Perceive a private conversation while Hidden to gather information.  Ignore 1s in the result set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perceive,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Perceive', None, None, None, None, None, None, None, None, None, None, None, None, None]",['Perceive'],['!power {{\n    --name|@{name} - Master Eavesdropper\n    --Effect|Perceive a private conversation while Hidden to gather information.  Ignore 1s in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_perceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']
623,Spy,Counterintelligence,Ability,3,,"Use your Insight to detect lies and hidden motives, adding +1d4 Bonus Hits to the result set.",,,,,,,,,,,,,,Insight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, 'Insight', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Insight'],"['!power {{\n    --name|@{name} - Counterintelligence\n    --Effect|Use your Insight to detect lies and hidden motives, adding +1d4 Bonus Hits to the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_insight}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
629,Scout,Natural Camouflage,Ability,3,,"Use Stealth to conceal yourself while in a natural environment.  Until you take use a Shift or Action, you gain Hidden X, where X is equal to 8+Hits in the result set.",,,,,,,,,,,,,,,,,Stealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Stealth', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Stealth'],"['!power {{\n    --name|@{name} - Natural Camouflage\n    --Effect|Use Stealth to conceal yourself while in a natural environment.  Until you take use a Shift or Action, you gain Hidden X, where X is equal to 8+Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_stealth}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
630,Scout,Rapid Recon,Ability,2,,"Use your Stealth while scouting ahead of your allies.  On 4+ Hits, you gain 2 additional Shifts this turn.",,,,,,,,,,,,,,,,,Stealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Stealth', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Stealth'],"['!power {{\n    --name|@{name} - Rapid Recon\n    --Effect|Use your Stealth while scouting ahead of your allies.  On 4+ Hits, you gain 2 additional Shifts this turn.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_stealth}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
631,Scout,Expert Tracker,Ability,2,,"Use your skills of Survival to track an enemy, adding +1d4 Bonus Hits and ignoring 1s in the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Survival', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Survival'],"['!power {{\n    --name|@{name} - Expert Tracker\n    --Effect|Use your skills of Survival to track an enemy, adding +1d4 Bonus Hits and ignoring 1s in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_survival}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
651,Petitioner,Gifts Affinity,Ability,2,Receive Gifts,"Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>",,,,,,,,,Bellor,Inferno,,,,,,,,,,Mori,,,,,,,,,,,,,,,,,,,,,,,,,Rime,,,,,,,,,,,Ordi,,Aether,Destroy,Intuit,,Nihil,,,Vivus,"[None, None, None, None, None, None, None, 'Bellor', 'Inferno', None, None, None, None, None, None, None, None, None, 'Mori', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Rime', None, None, None, None, None, None, None, None, None, None, 'Ordi', None, 'Aether', 'Destroy', 'Intuit', None, 'Nihil', None, None, 'Vivus']","['Bellor', 'Inferno', 'Mori', 'Rime', 'Ordi', 'Aether', 'Destroy', 'Intuit', 'Nihil', 'Vivus']","['!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_bellor}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_inferno}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_mori}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_rime}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_ordi}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_aether}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_destroy}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_intuit}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_nihil}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Gifts Affinity\n    --Effect|Choose one of the Effect Skills below to be an Affinity.<br><em>Aether, Bellor, Destroy, Inferno, Intuit, Mori, Nihil, Ordi, Rime, Vivus</em>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_vivus}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
652,Petitioner,Desperate Plea,Ability,2,,Spend 4 Momentum to convince your Patron to restore your Gifts.  Regain +2 Succor and increase the Entropy by +2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
660,Petitioner,Gifts Affinity,Ability,3,,Choose one of the Effect Skills below to be an Affinity.<br><em></em>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
673,Transmuter,Study the forms,Ability,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
706,Wrestler,Suplex,Ability,2,,"Grapple your target, adding +1d4 bonus Hits and making them Prone, but ending their Grappled Status.",,,Grapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, 'Grapple', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Grapple'],"['!power {{\n    --name|@{name} - Suplex\n    --Effect|Grapple your target, adding +1d4 bonus Hits and making them Prone, but ending their Grappled Status.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_grapple}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
708,Wrestler,Chokeslam,Ability,1,,"Grapple one target in your Current Zone.  On 3+ Hits, your target becomes Prone and Dazed 2.",,,Grapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, 'Grapple', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Grapple'],"['!power {{\n    --name|@{name} - Chokeslam\n    --Effect|Grapple one target in your Current Zone.  On 3+ Hits, your target becomes Prone and Dazed 2.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_grapple}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
